GRUP;TAHSILATAY;SORUMLUAVUKAT;DEVIR;ANAPARA;FAIZ;TAHSILATDURUM;CARIYILSEVK;ODEMEGUN;ANAPARAFAIZ
GRUP 1;Temmuz;;2021/04;92.9;5.14;Yasal Takip;;23;98.04
GRUP 1;Ekim;;2021/06;95.32;8.04;İdari Takip;;29;103.36
GRUP 1;Temmuz;;2021/02;262.8;24.77;Yasal Takip;;18;287.57
GRUP 1;Ocak;;2021/01;198.9;0.63;İdari Takip;;23;199.53
GRUP 1;Aralık;;2021/03;35.62;5.98;İdari Takip;;21;41.6
GRUP 1;Aralık;;2021/08;147.28;9.64;İdari Takip;;26;156.92
GRUP 1;Ağustos;;2020;117;17.23;Yasal Takip;2021;29;134.23
GRUP 1;Ocak;;2016;247.5;167.15;Yasal Takip;;1;414.65
GRUP 1;Ekim;;2018;916.38;241.72;İdari Takip;;27;1158.1
GRUP 1;Kasım;;2021/05;65.3;7.27;İdari Takip;;10;72.57
GRUP 1;Aralık;;2018;88.75;81.83;İdari Takip;;13;170.58
GRUP 1;Aralık;;2021/05;52.58;3.54;İdari Takip;;31;56.12
GRUP 1;Kasım;;2021/01;74.5;14.35;İdari Takip;;27;88.85
GRUP 1;Ekim;;2021/01;106.5;17.03;İdari Takip;;20;123.53
GRUP 1;Kasım;;2021/02;321.93;34.03;İdari Takip;;4;355.96
GRUP 1;Ekim;;2021/08;338.8;9.39;Yasal Takip;;17;348.19
GRUP 1;Mayıs;;2021/03;125.2;3.23;Yasal Takip;;16;128.43
GRUP 1;Aralık;;2021/09;170.8;10.1;Yasal Takip;;26;180.9
GRUP 1;Aralık;;2019;72.7;40.98;İdari Takip;;31;113.68
GRUP 1;Ekim;;2021/01;6.2;1;İdari Takip;;8;7.2
GRUP 1;Ekim;;Devir Öncesi;0;440.26;Yasal Takip;;17;440.26
GRUP 1;Ağustos;;2021/03;1537.81;71.61;Yasal Takip;;15;1609.42
GRUP 1;Kasım;;2021/07;151.7;10.5;İdari Takip;;28;162.2
GRUP 1;Kasım;;2014;22.54;9.75;Yasal Takip;;24;32.29
GRUP 1;Ocak;;2018;12.2;0;İdari Takip;;4;12.2
GRUP 1;Şubat;;2021/01;3869.47;7.42;Yasal Takip;;1;3876.89
GRUP 1;Nisan;;2020;32271.78;5671.64;Yasal Takip;;21;37943.42
GRUP 1;Ekim;;Devir Öncesi;40222.93;16077.23;Yasal Takip;;15;56300.16
GRUP 1;Temmuz;;2021/02;12396.57;1161.06;Yasal Takip;;6;13557.63
GRUP 1;Şubat;;2020;112263.52;7372.61;Yasal Takip;2021;1;119636.13
GRUP 1;Kasım;;2020;8341.47;3749.49;Yasal Takip;2021;19;12090.96
GRUP 1;Mayıs;;2020;6810.91;2821.23;Yasal Takip;;17;9632.14
GRUP 1;Temmuz;;Devir Öncesi;42152.81;16319.06;Yasal Takip;;27;58471.87
GRUP 1;Mayıs;;2020;3180.87;289.83;Yasal Takip;2021;6;3470.7
GRUP 1;Mart;;2020;103326.14;7921.57;Yasal Takip;;22;111247.71
GRUP 1;Şubat;;2020;48062.5;3197.5;Yasal Takip;2021;26;51260
GRUP 1;Şubat;;2020;38621.94;5664.03;Yasal Takip;;4;44285.97
GRUP 1;Kasım;;Devir Öncesi;16864.61;17776.39;Yasal Takip;;16;34641
GRUP 1;Temmuz;;2020;6435.15;1835.86;Yasal Takip;;6;8271.01
GRUP 1;Ekim;;2019;17472.4;8448.83;Yasal Takip;;18;25921.23
GRUP 1;Ocak;;2020;213329.48;12599.71;Yasal Takip;2021;29;225929.19
GRUP 1;Ocak;;2020;33342.03;1444.92;İdari Takip;;19;34786.95
GRUP 1;Temmuz;;2020;12830.41;3716.24;Yasal Takip;;26;16546.65
GRUP 1;Ocak;;2020;127998.29;14049.8;Yasal Takip;;5;142048.09
GRUP 1;Mart;;2020;46616;12938.22;Yasal Takip;;16;59554.22
GRUP 1;Nisan;;2021/01;958.27;54.39;İdari Takip;;30;1012.66
GRUP 1;Şubat;;2020;47816.06;5613.84;Yasal Takip;2021;11;53429.9
GRUP 1;Nisan;;Devir Öncesi;45432.97;17732.96;Yasal Takip;;8;63165.93
GRUP 1;Ekim;;Devir Öncesi;205354.38;28378.39;Yasal Takip;;5;233732.77
GRUP 1;Nisan;;2020;1746.67;209.99;İdari Takip;;14;1956.66
GRUP 1;Ekim;;Devir Öncesi;33045.04;29859.09;Yasal Takip;;18;62904.13
GRUP 1;Haziran;;2021/02;24145.39;1777.37;Yasal Takip;;29;25922.76
GRUP 1;Şubat;;2020;47625.75;1738.28;İdari Takip;;22;49364.03
GRUP 1;Ocak;;2020;82068.99;8730.03;Yasal Takip;;18;90799.02
GRUP 1;Kasım;;2018;5348.96;4620.1;Yasal Takip;;5;9969.06
GRUP 1;Temmuz;;2020;69841.78;9487.88;Yasal Takip;;14;79329.66
GRUP 1;Temmuz;;2020;40533.57;7077.34;Yasal Takip;;1;47610.91
GRUP 1;Temmuz;;2018;4441.29;4732.47;Yasal Takip;;7;9173.76
GRUP 1;Mart;;2020;80144.19;11810.3;Yasal Takip;;29;91954.49
GRUP 1;Ağustos;;Devir Öncesi;15679.5;11276.04;Yasal Takip;;11;26955.54
GRUP 1;Kasım;;2013;816.55;15.43;Yasal Takip;;24;831.98
GRUP 1;Nisan;;2017;10170.35;7600.82;Yasal Takip;;13;17771.17
GRUP 1;Ocak;;2016;5915.94;2816.26;Yasal Takip;;19;8732.2
GRUP 1;Haziran;;2014;2941.08;1917.33;Yasal Takip;;11;4858.41
GRUP 1;Mart;;2020;101355.66;21700.91;Yasal Takip;;25;123056.57
GRUP 1;Mayıs;;2020;17042.35;1777.59;Yasal Takip;2021;20;18819.94
GRUP 1;Nisan;;Devir Öncesi;35.55;1656.88;Yasal Takip;;20;1692.43
GRUP 1;Kasım;;2019;4501.85;2549.31;Yasal Takip;;3;7051.16
GRUP 1;Ekim;;2020;34792.88;5532.1;Yasal Takip;2021;15;40324.98
GRUP 1;Şubat;;2020;52143.14;6539.7;Yasal Takip;;16;58682.84
GRUP 1;Mart;;2019;11916.91;4513.75;Yasal Takip;;5;16430.66
GRUP 1;Ağustos;;2019;9155.54;7313.2;Yasal Takip;;6;16468.74
GRUP 1;Aralık;;2019;5867.52;10080.28;Yasal Takip;;24;15947.8
GRUP 1;Temmuz;;2020;15821.81;5086.02;Yasal Takip;2021;2;20907.83
GRUP 1;Ekim;;2020;5999.8;1402.01;Yasal Takip;2021;12;7401.81
GRUP 1;Şubat;;2020;46888.97;6457.37;Yasal Takip;;11;53346.34
GRUP 1;Kasım;;Devir Öncesi;27741.89;37252.13;Yasal Takip;;12;64994.02
GRUP 1;Şubat;;2017;544.75;689.94;Yasal Takip;;16;1234.69
GRUP 1;Şubat;;2020;61892.96;11435.53;Yasal Takip;;18;73328.49
GRUP 1;Mart;;2020;429469.2;16607.42;Yasal Takip;;3;446076.62
GRUP 1;Kasım;;2019;17195.05;2464.65;Yasal Takip;;1;19659.7
GRUP 1;Ağustos;;2014;1861.56;1325.18;Yasal Takip;;18;3186.74
GRUP 1;Mart;;2021/02;14306.91;205.01;Yasal Takip;;18;14511.92
GRUP 1;Ağustos;;2019;47251.25;35828.58;Yasal Takip;;13;83079.83
GRUP 1;Mayıs;;2020;3633.61;564.2;Yasal Takip;;7;4197.81
GRUP 1;Kasım;;2019;1720.59;1100.32;İdari Takip;;11;2820.91
GRUP 1;Aralık;;2020;8294.1;4794.04;Yasal Takip;;31;13088.14
GRUP 1;Ekim;;2021/01;740.1;128.09;İdari Takip;;27;868.19
GRUP 1;Mart;;2021/01;3582.28;18.33;İdari Takip;;12;3600.61
GRUP 1;Nisan;;2014;322.25;0;Yasal Takip;;15;322.25
GRUP 1;Mart;;2020;11201.44;817.38;İdari Takip;;23;12018.82
GRUP 1;Ocak;;2020;30300.25;1199.02;İdari Takip;;18;31499.27
GRUP 1;Haziran;;2020;25684.22;3025.04;Yasal Takip;2021;2;28709.26
GRUP 1;Ocak;;2013;3988.85;1833.11;Yasal Takip;;26;5821.96
GRUP 1;Ocak;;2016;2656.87;3373.46;Yasal Takip;;28;6030.33
GRUP 1;Şubat;;2017;617.4;418.88;Yasal Takip;;22;1036.28
GRUP 1;Şubat;;2019;26119.96;6943.09;Yasal Takip;;16;33063.05
GRUP 1;Aralık;;2020;5094.15;744.93;Yasal Takip;2021;20;5839.08
GRUP 1;Aralık;;2020;19503.83;4269.59;Yasal Takip;;27;23773.42
GRUP 1;Eylül;;2016;2.03;0.09;İdari Takip;;1;2.12
GRUP 1;Mart;;2014;5588.67;2348.05;Yasal Takip;;24;7936.72
GRUP 1;Nisan;;2019;6329.95;2721.27;Yasal Takip;;8;9051.22
GRUP 1;Haziran;;2020;19651.18;3960.49;Yasal Takip;;22;23611.67
GRUP 1;Kasım;;Devir Öncesi;25869.67;21373.21;Yasal Takip;;22;47242.88
GRUP 1;Mart;;2020;68740.72;12379.45;Yasal Takip;;24;81120.17
GRUP 1;Şubat;;2020;32332.81;1257.03;İdari Takip;;19;33589.84
GRUP 1;Haziran;;2021/02;12675.3;600.71;İdari Takip;;14;13276.01
GRUP 1;Ağustos;;2020;13508.69;1474.54;Yasal Takip;2021;9;14983.23
GRUP 1;Ağustos;;2015;1819.06;452.94;Yasal Takip;;27;2272
GRUP 1;Şubat;;2020;12810.4;656.23;İdari Takip;;11;13466.63
GRUP 1;Ağustos;;2013;1632.45;925.32;Yasal Takip;;26;2557.77
GRUP 1;Nisan;;2021/03;1648.08;24.53;İdari Takip;;22;1672.61
GRUP 1;Şubat;;2020;562.91;96.81;Yasal Takip;;20;659.72
GRUP 1;Aralık;;2019;7324.66;1236.55;Yasal Takip;;23;8561.21
GRUP 1;Ekim;;2013;1090.83;1314.86;Yasal Takip;;26;2405.69
GRUP 1;Temmuz;;2021/03;36588.07;2052.45;Yasal Takip;;5;38640.52
GRUP 1;Mart;;2014;92.2;140.04;Yasal Takip;;10;232.24
GRUP 1;Haziran;;2014;2831.93;1362.23;Yasal Takip;;4;4194.16
GRUP 1;Nisan;;2021/03;3693.76;93.78;Yasal Takip;;29;3787.54
GRUP 1;Aralık;;2016;1927.92;1581.47;Yasal Takip;;20;3509.39
GRUP 1;Aralık;;2020;24241.39;5150.93;Yasal Takip;2021;21;29392.32
GRUP 1;Ağustos;;2018;3671.18;615.46;Yasal Takip;;2;4286.64
GRUP 1;Haziran;;2019;8301.63;3425.78;Yasal Takip;;17;11727.41
GRUP 1;Mayıs;;2020;5764.08;376.75;İdari Takip;;31;6140.83
GRUP 1;Ocak;;2018;7074.71;590.75;İdari Takip;;14;7665.46
GRUP 1;Temmuz;;2020;1262.58;203.7;İdari Takip;;30;1466.28
GRUP 1;Mart;;2014;532.13;577.12;Yasal Takip;;26;1109.25
GRUP 1;Eylül;;2018;98.97;71.46;İdari Takip;;1;170.43
GRUP 1;Aralık;;2020;16800.43;3567.43;Yasal Takip;2021;3;20367.86
GRUP 1;Şubat;;2015;2371.69;2187.68;Yasal Takip;;10;4559.37
GRUP 1;Haziran;;2016;535.54;257.76;Yasal Takip;;15;793.3
GRUP 1;Mart;;2021/01;8145.28;40.41;İdari Takip;;15;8185.69
GRUP 1;Mart;;2021/02;8151.68;31.1;Yasal Takip;;16;8182.78
GRUP 1;Ağustos;;2020;527.05;128.25;Yasal Takip;;21;655.3
GRUP 1;Ağustos;;2019;16820.07;4405.02;Yasal Takip;;16;21225.09
GRUP 1;Ekim;;2021/01;5988;1472.59;Yasal Takip;;21;7460.59
GRUP 1;Ekim;;2021/03;22392.02;2274.14;Yasal Takip;;6;24666.16
GRUP 1;Ağustos;;2021/04;4709.29;317.29;Yasal Takip;;6;5026.58
GRUP 1;Temmuz;;2021/04;7347.7;334.85;Yasal Takip;;5;7682.55
GRUP 1;Haziran;;2021/02;25644.62;1565.8;Yasal Takip;;23;27210.42
GRUP 1;Haziran;;2021/03;61556.85;3393.2;Yasal Takip;;29;64950.05
GRUP 1;Haziran;;2021/03;4480.02;199.02;İdari Takip;;17;4679.04
GRUP 1;Aralık;;2021/03;262.3;39.32;İdari Takip;;2;301.62
GRUP 1;Haziran;;2021/04;14455.1;601.5;Yasal Takip;;30;15056.6
GRUP 1;Temmuz;;2021/05;1427.58;38.21;Yasal Takip;;12;1465.79
GRUP 1;Mayıs;;2021/04;3246.98;51.87;İdari Takip;;24;3298.85
GRUP 1;Mayıs;;2021/03;2117.33;59.42;İdari Takip;;15;2176.75
GRUP 1;Ekim;;2021/02;7017.78;2765.83;Yasal Takip;;27;9783.61
GRUP 1;Eylül;;2021/02;916.53;170.32;Yasal Takip;;9;1086.85
GRUP 1;Mayıs;;2021/01;5708.77;323.54;İdari Takip;;24;6032.31
GRUP 1;Haziran;;2021/04;65406.15;2043.01;İdari Takip;;29;67449.16
GRUP 1;Ağustos;;2021/05;10184.78;477.11;Yasal Takip;;20;10661.89
GRUP 1;Ağustos;;2021/08;1562.43;10.47;İdari Takip;;31;1572.9
GRUP 1;Eylül;;2021/04;41962.68;2467.54;Yasal Takip;;21;44430.22
GRUP 1;Ekim;;2021/06;34754.03;2245.31;Yasal Takip;;22;36999.34
GRUP 1;Eylül;;2021/08;3584.63;49.84;İdari Takip;;14;3634.47
GRUP 1;Eylül;;2021/03;681.83;45.7;İdari Takip;;6;727.53
GRUP 1;Eylül;;2021/04;74490.92;7303.18;Yasal Takip;;23;81794.1
GRUP 1;Ekim;;2021/06;44004.35;3078.87;Yasal Takip;;8;47083.22
GRUP 1;Eylül;;2021/05;26834.13;1644.41;Yasal Takip;;20;28478.54
GRUP 1;Eylül;;2021/07;5339.57;158.77;İdari Takip;;7;5498.34
GRUP 1;Eylül;;2021/05;19239.34;1452.4;Yasal Takip;;28;20691.74
GRUP 1;Ağustos;;2021/06;1217.12;39.53;İdari Takip;;21;1256.65
GRUP 1;Eylül;;2021/05;17062.5;1277.35;Yasal Takip;;27;18339.85
GRUP 1;Ekim;;2021/07;70803.3;3068.13;Yasal Takip;;8;73871.43
GRUP 1;Eylül;;2021/08;1241.07;8.84;İdari Takip;;1;1249.91
GRUP 1;Eylül;;2021/07;9502.71;295.79;İdari Takip;;15;9798.5
GRUP 1;Eylül;;2021/05;66164.18;4570.42;Yasal Takip;;24;70734.6
GRUP 1;Ekim;;2021/04;19997.57;3935.35;Yasal Takip;;26;23932.92
GRUP 1;Aralık;;2021/06;8030.11;1029.66;Yasal Takip;;22;9059.77
GRUP 1;Eylül;;2021/07;12522.94;509.25;Yasal Takip;;29;13032.19
GRUP 1;Kasım;;2021/04;16547.04;2295.1;Yasal Takip;;22;18842.14
GRUP 1;Aralık;;2021/09;3285.5;566.95;Yasal Takip;;30;3852.45
GRUP 1;Aralık;;2021/10;2447.43;80.76;İdari Takip;;23;2528.19
GRUP 1;Eylül;;2021/07;8378.96;246.21;İdari Takip;;12;8625.17
GRUP 1;Eylül;;2021/05;156.23;10.45;İdari Takip;;27;166.68
GRUP 1;Eylül;;2021/07;8727.06;255.32;İdari Takip;;13;8982.38
GRUP 1;Ekim;;2021/09;6106.63;74.87;İdari Takip;;4;6181.5
GRUP 1;Kasım;;2021/08;11093.96;482.61;Yasal Takip;;25;11576.57
GRUP 1;Aralık;;2021/08;2990.61;202.09;Yasal Takip;;31;3192.7
GRUP 1;Aralık;;2021/09;1179.86;53.48;Yasal Takip;;11;1233.34
GRUP 1;Ekim;;2021/09;36270.18;542.01;Yasal Takip;;7;36812.19
GRUP 1;Kasım;;2021/08;41236.35;1845.76;Yasal Takip;;9;43082.11
GRUP 1;Aralık;;2021/08;21753.77;1735.52;Yasal Takip;;21;23489.29
GRUP 1;Kasım;;2021/09;42820.74;1459.45;Yasal Takip;;18;44280.19
GRUP 1;Aralık;;2021/09;8956.1;375.13;Yasal Takip;;20;9331.23
GRUP 1;Aralık;;2021/07;81.5;7.59;İdari Takip;;21;89.09
GRUP 1;Haziran;;2021/01;6420.78;497.84;Yasal Takip;;1;6918.62
GRUP 1;Temmuz;;2019;10140.53;20867.41;Yasal Takip;;26;31007.94
GRUP 1;Ağustos;;2014;1396.9;1342.53;Yasal Takip;;17;2739.43
GRUP 1;Temmuz;;2016;358.13;529.14;Yasal Takip;;14;887.27
GRUP 1;Mayıs;;2021/01;4006.95;220.94;İdari Takip;;20;4227.89
GRUP 1;Şubat;;2017;2769.03;2396.48;Yasal Takip;;15;5165.51
GRUP 1;Temmuz;;2021/01;9010.55;1073.39;Yasal Takip;;12;10083.94
GRUP 1;Temmuz;;2015;1224.75;128.63;Yasal Takip;;1;1353.38
GRUP 1;Kasım;;2017;1703.04;1462.48;Yasal Takip;;12;3165.52
GRUP 1;Aralık;;2019;7188.84;4100.71;Yasal Takip;;9;11289.55
GRUP 1;Haziran;;2021/02;1488.53;98.7;Yasal Takip;;10;1587.23
GRUP 1;Temmuz;;2018;16135.85;6630.71;Yasal Takip;;29;22766.56
GRUP 1;Nisan;;2018;6477.75;4092.95;Yasal Takip;;7;10570.7
GRUP 1;Temmuz;;2018;955.46;2461.21;Yasal Takip;;16;3416.67
GRUP 1;Mayıs;;2021/01;5479.89;825.78;Yasal Takip;;25;6305.67
GRUP 1;Eylül;;2015;839.68;1156.95;İdari Takip;;16;1996.63
GRUP 1;Haziran;;2017;546.57;563.99;Yasal Takip;;24;1110.56
GRUP 1;Şubat;;2021/01;5611.54;32.87;İdari Takip;;20;5644.41
GRUP 1;Nisan;;2021/02;9610.58;520.59;İdari Takip;;28;10131.17
GRUP 1;Nisan;;2014;758.77;430.45;Yasal Takip;;5;1189.22
GRUP 1;Ağustos;;2013;218.9;283.99;Yasal Takip;;16;502.89
GRUP 1;Şubat;;2018;3881.21;2150.3;Yasal Takip;;2;6031.51
GRUP 1;Ekim;;2016;11171.69;7740.23;Yasal Takip;;7;18911.92
GRUP 1;Ekim;;2013;758.9;684.31;Yasal Takip;;14;1443.21
GRUP 1;Ağustos;;2020;1419.6;155.54;İdari Takip;;11;1575.14
GRUP 1;Mart;;2021/02;687.59;5.37;İdari Takip;;14;692.96
GRUP 1;Temmuz;;2021/02;36936.42;2478.76;Yasal Takip;;5;39415.18
GRUP 1;Eylül;;2020;496.18;159;İdari Takip;;28;655.18
GRUP 1;Haziran;;2017;568.61;1794.12;Yasal Takip;;10;2362.73
GRUP 1;Ekim;;2021/02;5271.55;558.4;Yasal Takip;;6;5829.95
GRUP 1;Şubat;;2018;2062.2;1960.7;Yasal Takip;;22;4022.9
GRUP 1;Mayıs;;2020;1407.25;195.52;Yasal Takip;;12;1602.77
GRUP 1;Ocak;;2015;1123.54;2.8;Yasal Takip;;22;1126.34
GRUP 1;Aralık;;2016;328.87;212.33;Yasal Takip;;14;541.2
GRUP 1;Nisan;;2019;832.87;284.43;Yasal Takip;;30;1117.3
GRUP 1;Mayıs;;2021/01;3851.4;236.4;Yasal Takip;;18;4087.8
GRUP 1;Eylül;;2013;0;1526.82;Yasal Takip;;14;1526.82
GRUP 1;Aralık;;2018;847.07;4350.62;Yasal Takip;;2;5197.69
GRUP 1;Temmuz;;2014;896.6;469.63;Yasal Takip;;27;1366.23
GRUP 1;Temmuz;;2020;18476.31;4596.56;Yasal Takip;2021;28;23072.87
GRUP 1;Eylül;;2015;0;617.02;Yasal Takip;;10;617.02
GRUP 1;Kasım;;2019;1952.58;1007.51;Yasal Takip;;10;2960.09
GRUP 1;Haziran;;2018;1150.46;1638.85;Yasal Takip;;16;2789.31
GRUP 1;Temmuz;;2014;47.26;1120.07;Yasal Takip;;13;1167.33
GRUP 1;Ağustos;;2021/02;718;24.82;İdari Takip;;5;742.82
GRUP 1;Eylül;;2021/03;6000.47;452.95;İdari Takip;;14;6453.42
GRUP 1;Ağustos;;2021/05;727.95;32.27;Yasal Takip;;5;760.22
GRUP 1;Temmuz;;2021/05;2228.83;63.55;Yasal Takip;;7;2292.38
GRUP 1;Temmuz;;2021/04;9638.94;393.7;İdari Takip;;9;10032.64
GRUP 1;Ağustos;;2021/07;4689.2;68.3;Yasal Takip;;13;4757.5
GRUP 1;Eylül;;2021/04;5392.13;442.76;Yasal Takip;;1;5834.89
GRUP 1;Eylül;;2021/06;8326.98;397.93;İdari Takip;;8;8724.91
GRUP 1;Kasım;;2021/06;11167.34;2186.73;Yasal Takip;;1;13354.07
GRUP 1;Kasım;;2021/09;1877.05;88.87;İdari Takip;;4;1965.92
GRUP 1;Ekim;;2021/07;2631.55;104.06;Yasal Takip;;16;2735.61
GRUP 1;Kasım;;2021/06;528.17;38.25;Yasal Takip;;6;566.42
GRUP 1;Ekim;;2021/07;46201.72;6045.57;Yasal Takip;;22;52247.29
GRUP 1;Aralık;;2021/10;3404.77;100.56;İdari Takip;;22;3505.33
GRUP 1;Kasım;;2021/10;21066.49;403.1;Yasal Takip;;22;21469.59
GRUP 1;Ekim;;2021/06;483.04;28.33;İdari Takip;;9;511.37
GRUP 1;Aralık;;2021/09;7651.21;434.51;Yasal Takip;;21;8085.72
GRUP 1;Kasım;;2014;679.71;22.68;Yasal Takip;;19;702.39
GRUP 1;Mayıs;;2019;355.05;507.77;Yasal Takip;;10;862.82
GRUP 1;Ağustos;;2021/01;4746.7;1746.17;Yasal Takip;;26;6492.87
GRUP 1;Ekim;;2017;0;707.47;Yasal Takip;;1;707.47
GRUP 1;Ağustos;;2021/01;14309.89;1395.35;Yasal Takip;;25;15705.24
GRUP 1;Haziran;;Devir Öncesi;0;0;Yasal Takip;;6;0
GRUP 1;Haziran;;2021/03;5474.33;261.65;İdari Takip;;16;5735.98
GRUP 1;Mart;;2021/01;19453.22;215.49;İdari Takip;;3;19668.71
GRUP 1;Mayıs;;Devir Öncesi;0;0;Yasal Takip;;2;0
GRUP 1;Mart;;2017;551.9;815.94;Yasal Takip;;11;1367.84
GRUP 1;Aralık;;2017;1146.26;1216.56;Yasal Takip;;1;2362.82
GRUP 1;Ocak;;2020;16991.17;493.99;İdari Takip;;23;17485.16
GRUP 1;Ekim;;2021/02;11282.89;6472.52;Yasal Takip;;25;17755.41
GRUP 1;Ocak;;2018;155061.56;131972.64;Yasal Takip;;20;287034.2
GRUP 1;Aralık;;2014;582.46;876.57;Yasal Takip;;22;1459.03
GRUP 1;Ekim;;2018;1256.25;3082.31;Yasal Takip;;1;4338.56
GRUP 1;Nisan;;2015;299.31;407.63;Yasal Takip;;26;706.94
GRUP 1;Eylül;;2019;1413.1;834.59;İdari Takip;;9;2247.69
GRUP 1;Şubat;;2018;201.08;163.27;İdari Takip;;25;364.35
GRUP 1;Haziran;;2021/01;355.69;29.33;İdari Takip;;19;385.02
GRUP 1;Ağustos;;2021/03;7900.85;791.05;İdari Takip;;17;8691.9
GRUP 1;Eylül;;2021/03;3904.24;594.37;Yasal Takip;;15;4498.61
GRUP 1;Aralık;;2021/03;324.51;53.51;İdari Takip;;20;378.02
GRUP 1;Aralık;;2021/04;931.61;134.17;Yasal Takip;;16;1065.78
GRUP 1;Ekim;;2021/07;29249.25;1200.52;Yasal Takip;;27;30449.77
GRUP 1;Ağustos;;2021/06;10277.63;237.58;İdari Takip;;12;10515.21
GRUP 1;Ekim;;2021/08;4153.7;104.5;Yasal Takip;;1;4258.2
GRUP 1;Eylül;;2021/07;4212.09;109.07;İdari Takip;;10;4321.16
GRUP 1;Ekim;;2021/09;12037.07;261.17;Yasal Takip;;13;12298.24
GRUP 1;Eylül;;2021/07;3492.21;100.04;İdari Takip;;11;3592.25
GRUP 1;Ekim;;2021/08;2774.24;72.44;İdari Takip;;16;2846.68
GRUP 1;Kasım;;2021/05;161.27;5.5;İdari Takip;;12;166.77
GRUP 1;Kasım;;2021/01;2461.85;621.92;Yasal Takip;;19;3083.77
GRUP 1;Aralık;;2021/06;159.9;17.99;İdari Takip;;28;177.89
GRUP 1;Ekim;;2021/09;5174.49;102.17;İdari Takip;;27;5276.66
GRUP 1;Ekim;;2015;1176.27;487.42;Yasal Takip;;25;1663.69
GRUP 1;Nisan;;2016;1468.66;3148.39;Yasal Takip;;1;4617.05
GRUP 1;Nisan;;2013;322.3;0;Yasal Takip;;19;322.3
GRUP 1;Nisan;;2020;763.64;106.26;Yasal Takip;;3;869.9
GRUP 1;Kasım;;2013;0;854.89;Yasal Takip;;27;854.89
GRUP 1;Temmuz;;2017;0;2369.47;Yasal Takip;;9;2369.47
GRUP 1;Haziran;;2021/01;975.53;61.55;İdari Takip;;29;1037.08
GRUP 1;Haziran;;2021/01;11133.78;793.78;İdari Takip;;11;11927.56
GRUP 1;Kasım;;2015;2271.98;787.11;Yasal Takip;;10;3059.09
GRUP 1;Ocak;;Devir Öncesi;1269.72;1401.08;Yasal Takip;;31;2670.8
GRUP 1;Ekim;;2021/01;1337.84;260.91;Yasal Takip;;6;1598.75
GRUP 1;Ocak;;Devir Öncesi;300;0;Yasal Takip;;9;300
GRUP 1;Nisan;;2019;2010.3;1033.97;Yasal Takip;;22;3044.27
GRUP 1;Haziran;;2018;743.2;739.81;Yasal Takip;;17;1483.01
GRUP 1;Mayıs;;2013;0;302.88;Yasal Takip;;11;302.88
GRUP 1;Temmuz;;2015;0;91.12;Yasal Takip;;16;91.12
GRUP 1;Ekim;;Devir Öncesi;134.35;353.28;Yasal Takip;;23;487.63
GRUP 1;Mayıs;;2021/04;10239.32;211.31;İdari Takip;;21;10450.63
GRUP 1;Ağustos;;2021/03;175.48;8.71;İdari Takip;;14;184.19
GRUP 1;Haziran;;2021/04;882.62;28.93;İdari Takip;;26;911.55
GRUP 1;Haziran;;2021/03;3696.94;178.81;Yasal Takip;;11;3875.75
GRUP 1;Ağustos;;2021/06;3350.7;104.4;İdari Takip;;7;3455.1
GRUP 1;Ekim;;2021/08;308.7;14.11;Yasal Takip;;30;322.81
GRUP 1;Ekim;;2021/08;3523.73;95.23;Yasal Takip;;4;3618.96
GRUP 1;Eylül;;2021/07;631.1;19.29;Yasal Takip;;2;650.39
GRUP 1;Aralık;;2021/08;449.99;29.35;Yasal Takip;;18;479.34
GRUP 1;Ekim;;2021/08;3123.36;103.44;İdari Takip;;30;3226.8
GRUP 1;Ekim;;2021/06;57911.31;476.79;İdari Takip;;6;58388.1
GRUP 1;Ekim;;2021/09;1759.99;26.24;İdari Takip;;18;1786.23
GRUP 1;Ekim;;2021/07;255.03;5.15;İdari Takip;;29;260.18
GRUP 1;Ekim;;2021/09;36326.72;494.86;İdari Takip;;5;36821.58
GRUP 1;Aralık;;2021/03;1492.29;242.69;İdari Takip;;23;1734.98
GRUP 1;Mart;;2021/03;2238.13;1.9;İdari Takip;;25;2240.03
GRUP 1;Nisan;;2021/01;677.77;34.19;İdari Takip;;4;711.96
GRUP 1;Ekim;;2020;12726.06;638.06;Yasal Takip;;28;13364.12
GRUP 1;Mart;;2020;8613.19;546.03;İdari Takip;;28;9159.22
GRUP 1;Eylül;;2020;174.68;29.16;İdari Takip;;24;203.84
GRUP 1;Haziran;;2018;4507.46;3085.13;İdari Takip;;29;7592.59
GRUP 1;Haziran;;2013;659.53;2.67;Yasal Takip;;9;662.2
GRUP 1;Mayıs;;2017;0;0;Yasal Takip;;16;0
GRUP 1;Ağustos;;2021/06;2787.03;73.54;İdari Takip;;4;2860.57
GRUP 1;Kasım;;2021/06;1639.42;125.68;İdari Takip;;8;1765.1
GRUP 1;Ağustos;;2021/04;12233.19;684.53;İdari Takip;;24;12917.72
GRUP 1;Kasım;;2021/04;129.81;12.62;Yasal Takip;;6;142.43
GRUP 1;Ocak;;2021/10;920.8;30.72;İdari Takip;;1;951.52
GRUP 1;Aralık;;2021/01;1139.1;68.49;İdari Takip;;23;1207.59
GRUP 1;Şubat;;2016;2143.97;229.76;Yasal Takip;;4;2373.73
GRUP 1;Ekim;;2021/01;75.5;12.69;İdari Takip;;26;88.19
GRUP 1;Aralık;;2015;4336.55;199.17;Yasal Takip;;28;4535.72
