GRUP;TAHSILATAY;SORUMLUAVUKAT;DEVIR;ANAPARA;FAIZ;TAHSILATDURUM;CARIYILSEVK;ODEMEGUN;ANAPARAFAIZ
GRUP 2;Nisan;;2015;2324.01;1034.54;Yasal Takip;;26;3358.55
GRUP 2;Ağustos;;2014;13243.31;1321.75;Yasal Takip;;16;14565.06
GRUP 2;Ekim;;2020;494.55;5.45;Yasal Takip;2021;10;500
GRUP 2;Mayıs;;2014;336.69;28.2;Yasal Takip;;28;364.89
GRUP 2;Ekim;;2017;3582.12;3225.19;Yasal Takip;;22;6807.31
GRUP 2;Kasım;;2021/05;7329.48;2007.34;Yasal Takip;;24;9336.82
GRUP 2;Eylül;;2021/06;13782.26;490.64;Yasal Takip;;3;14272.9
GRUP 2;Eylül;;2021/05;13295.22;891.76;Yasal Takip;;22;14186.98
GRUP 2;Temmuz;;2020;2405.79;373.86;İdari Takip;;6;2779.65
GRUP 2;Nisan;;2021/03;2586.02;31.98;İdari Takip;;10;2618
GRUP 2;Haziran;;2021/03;49140.09;2425.77;İdari Takip;;14;51565.86
GRUP 2;Kasım;;2021/06;2464.66;224.47;İdari Takip;;16;2689.13
GRUP 2;Kasım;;2021/06;767.56;32.05;İdari Takip;;19;799.61
GRUP 2;Temmuz;;2021/04;12331.41;523.78;İdari Takip;;12;12855.19
GRUP 2;Eylül;;2019;1014.27;143.92;Yasal Takip;;25;1158.19
GRUP 2;Haziran;;2021/01;563.52;49.94;Yasal Takip;;6;613.46
GRUP 2;Mart;;2020;1184.04;165.76;Yasal Takip;;14;1349.8
GRUP 2;Ekim;;2021/01;10910.63;1037.01;Yasal Takip;;25;11947.64
GRUP 2;Şubat;;2015;276.15;207.28;Yasal Takip;;4;483.43
GRUP 2;Temmuz;;2020;4332.42;26.42;Yasal Takip;;4;4358.84
GRUP 2;Nisan;;2019;0;0;Yasal Takip;;24;0
GRUP 2;Ocak;;2021/01;2128.53;143.33;Yasal Takip;;20;2271.86
GRUP 2;Eylül;;2018;7197.57;4545.2;Yasal Takip;;20;11742.77
GRUP 2;Mayıs;;2021/02;13623.9;755.86;Yasal Takip;;3;14379.76
GRUP 2;Aralık;;2021/06;19181.7;2364.75;Yasal Takip;;8;21546.45
GRUP 2;Mayıs;;2021/02;3819.29;348.22;İdari Takip;;28;4167.51
GRUP 2;Ağustos;;2021/05;2530.77;104.14;İdari Takip;;10;2634.91
GRUP 2;Haziran;;2021/05;1539.3;11.62;İdari Takip;;12;1550.92
GRUP 2;Ağustos;;2021/04;272.87;17.84;İdari Takip;;3;290.71
GRUP 2;Ocak;;2020;484.8;42.7;Yasal Takip;;3;527.5
GRUP 2;Ocak;;2019;659.13;21.57;Yasal Takip;;16;680.7
GRUP 2;Şubat;;2020;0;0;İdari Takip;2021;22;0
GRUP 2;Aralık;;2021/09;3614.21;153.79;İdari Takip;;9;3768
GRUP 2;Temmuz;;2021/02;672.2;64.69;İdari Takip;;28;736.89
GRUP 2;Nisan;;2014;99.2;1225.89;Yasal Takip;;27;1325.09
GRUP 2;Ağustos;;2020;1188.98;320.97;İdari Takip;;5;1509.95
GRUP 2;Ağustos;;2020;12.61;0;İdari Takip;;9;12.61
GRUP 2;Nisan;;2021/03;1911.44;25.92;İdari Takip;;25;1937.36
GRUP 2;Ekim;;2021/06;5148.14;275.84;İdari Takip;;19;5423.98
GRUP 2;Ekim;;2021/09;790.09;11.93;İdari Takip;;31;802.02
GRUP 2;Haziran;;2013;0;0;Yasal Takip;;17;0
GRUP 2;Nisan;;2020;99.22;354.37;Yasal Takip;;10;453.59
GRUP 2;Mart;;2020;241.53;27.08;Yasal Takip;;20;268.61
GRUP 2;Mayıs;;2016;3032.78;350.93;Yasal Takip;;3;3383.71
GRUP 2;Mart;;2019;0;287.5;Yasal Takip;;27;287.5
GRUP 2;Kasım;;2020;2087.07;1547.75;Yasal Takip;;6;3634.82
GRUP 2;Kasım;;2021/06;2494.24;198.76;İdari Takip;;9;2693
GRUP 2;Ocak;;2020;1730.82;9.28;İdari Takip;;16;1740.1
GRUP 2;Kasım;;2021/09;1238.76;22.64;İdari Takip;;7;1261.4
GRUP 2;Aralık;;2021/02;3430.12;643.29;İdari Takip;;14;4073.41
GRUP 2;Mayıs;;2021/02;205.51;12.02;Yasal Takip;;19;217.53
GRUP 2;Nisan;;2020;0;0;Yasal Takip;;23;0
GRUP 2;Kasım;;2021/05;0;0;İdari Takip;;10;0
GRUP 2;Mart;;2021/02;1668.79;17.21;İdari Takip;;21;1686
GRUP 2;Mart;;2021/03;248575.66;640.86;İdari Takip;;19;249216.52
GRUP 2;Haziran;;2018;239.95;198.87;Yasal Takip;;20;438.82
GRUP 2;Aralık;;2021/03;990.15;44.23;İdari Takip;;30;1034.38
GRUP 2;Temmuz;;2017;0;207.95;Yasal Takip;;18;207.95
GRUP 2;Ağustos;;2020;630.23;170.95;İdari Takip;;23;801.18
GRUP 2;Mayıs;;2021/04;929.85;22.82;Yasal Takip;;21;952.67
GRUP 2;Kasım;;2021/07;162.4;14.31;İdari Takip;;29;176.71
GRUP 2;Şubat;;2018;176.29;653.55;Yasal Takip;;28;829.84
GRUP 2;Aralık;;2013;599.59;0;Yasal Takip;;29;599.59
GRUP 2;Ekim;;2013;3159.45;29.83;Yasal Takip;;6;3189.28
GRUP 2;Ağustos;;2013;0;701.87;Yasal Takip;;25;701.87
GRUP 2;Mart;;2021/02;333.03;0;Yasal Takip;;16;333.03
GRUP 2;Temmuz;;2020;0;0;Yasal Takip;;10;0
GRUP 2;Aralık;;2021/06;3826.83;407.88;İdari Takip;;9;4234.71
GRUP 2;Mayıs;;2018;0;0;Yasal Takip;;1;0
GRUP 2;Ocak;;2020;829.24;170.76;İdari Takip;2021;28;1000
GRUP 2;Nisan;;2021/05;0;0;İdari Takip;;20;0
GRUP 2;Nisan;;2021/02;2637.45;32.15;İdari Takip;;27;2669.6
GRUP 2;Haziran;;2021/06;30880.95;0;İdari Takip;;16;30880.95
GRUP 2;Nisan;;2020;0;0;Yasal Takip;;24;0
GRUP 2;Aralık;;2021/06;313.78;50.06;Yasal Takip;;12;363.84
GRUP 2;Eylül;;2021/05;452.11;24.19;İdari Takip;;3;476.3
GRUP 2;Haziran;;2019;0;0;Yasal Takip;;20;0
GRUP 2;Ağustos;;2021/08;1099.04;4.17;İdari Takip;;22;1103.21
GRUP 2;Mayıs;;2020;2766.75;377.39;Yasal Takip;2021;3;3144.14
GRUP 2;Eylül;;2020;23476.47;7187.08;Yasal Takip;2021;16;30663.55
GRUP 2;Kasım;;2014;12264.59;695.64;Yasal Takip;;18;12960.23
GRUP 2;Şubat;;2020;61805.78;11180.57;Yasal Takip;;10;72986.35
GRUP 2;Mart;;2020;117847.39;10733.57;Yasal Takip;2021;31;128580.96
GRUP 2;Kasım;;2020;46949.59;15637.31;Yasal Takip;;1;62586.9
GRUP 2;Eylül;;2014;15325.07;828.93;Yasal Takip;;10;16154
GRUP 2;Temmuz;;2020;30515.37;10737.83;Yasal Takip;;27;41253.2
GRUP 2;Haziran;;2016;4830.87;865.12;Yasal Takip;;3;5695.99
GRUP 2;Şubat;;2020;176859.24;10156.24;Yasal Takip;2021;8;187015.48
GRUP 2;Ağustos;;2021/02;13391.49;3000.75;Yasal Takip;;19;16392.24
GRUP 2;Aralık;;2018;8207.86;4952.5;Yasal Takip;;15;13160.36
GRUP 2;Nisan;;2020;34220.75;2937.61;Yasal Takip;2021;29;37158.36
GRUP 2;Ekim;;2020;60294.71;29156.23;Yasal Takip;;7;89450.94
GRUP 2;Şubat;;2018;2985.33;823.16;Yasal Takip;;4;3808.49
GRUP 2;Mart;;2020;111740.2;25540.47;Yasal Takip;;16;137280.67
GRUP 2;Mart;;2020;117719.04;7613.6;Yasal Takip;2021;15;125332.64
GRUP 2;Ekim;;2020;34125.89;8861.5;Yasal Takip;2021;20;42987.39
GRUP 2;Haziran;;2020;52299.34;6615.45;Yasal Takip;2021;10;58914.79
GRUP 2;Şubat;;2020;123111.79;16842.57;Yasal Takip;;22;139954.36
GRUP 2;Temmuz;;2014;5692.51;2537.6;Yasal Takip;;13;8230.11
GRUP 2;Kasım;;2020;21083.73;5783.9;Yasal Takip;;2;26867.63
GRUP 2;Eylül;;2020;106422.93;21705.01;Yasal Takip;;16;128127.94
GRUP 2;Şubat;;2020;97015.96;13964.52;Yasal Takip;;3;110980.48
GRUP 2;Eylül;;2020;50490.19;10277.54;Yasal Takip;2021;7;60767.73
GRUP 2;Ekim;;2021/01;12212.98;6426.08;Yasal Takip;;15;18639.06
GRUP 2;Haziran;;2020;24093.27;5517.27;Yasal Takip;;25;29610.54
GRUP 2;Ocak;;2015;13059.74;4749.55;Yasal Takip;;8;17809.29
GRUP 2;Ocak;;2020;72037.06;2803.53;Yasal Takip;2021;28;74840.59
GRUP 2;Ekim;;2020;82431.55;38507.48;Yasal Takip;;15;120939.03
GRUP 2;Ekim;;2020;65666.37;12665.66;Yasal Takip;2021;11;78332.03
GRUP 2;Nisan;;2019;28719.47;18139.83;Yasal Takip;;7;46859.3
GRUP 2;Ekim;;2014;39772.51;1350.74;Yasal Takip;;18;41123.25
GRUP 2;Nisan;;2016;1778.6;635.94;Yasal Takip;;15;2414.54
GRUP 2;Ocak;;2020;127586.15;18902.5;Yasal Takip;;26;146488.65
GRUP 2;Haziran;;2021/02;63231.74;2913.88;Yasal Takip;;28;66145.62
GRUP 2;Nisan;;2017;4733.34;4375.97;Yasal Takip;;12;9109.31
GRUP 2;Mayıs;;2016;0;0;Yasal Takip;;9;0
GRUP 2;Ekim;;2016;5182.74;5256.75;Yasal Takip;;25;10439.49
GRUP 2;Mart;;2020;129312.61;12738.08;Yasal Takip;2021;10;142050.69
GRUP 2;Temmuz;;2020;77600.54;18444.23;Yasal Takip;;7;96044.77
GRUP 2;Şubat;;2014;28057.16;3614.5;Yasal Takip;;5;31671.66
GRUP 2;Aralık;;2019;17613.26;11923.58;Yasal Takip;;20;29536.84
GRUP 2;Mayıs;;2021/02;21891.39;1297.51;Yasal Takip;;21;23188.9
GRUP 2;Nisan;;2016;2361.38;2541.07;Yasal Takip;;22;4902.45
GRUP 2;Nisan;;2020;43751.77;4478.06;Yasal Takip;2021;5;48229.83
GRUP 2;Mart;;2016;5683.47;3425.86;Yasal Takip;;11;9109.33
GRUP 2;Haziran;;2021/02;7875.33;514.54;Yasal Takip;;25;8389.87
GRUP 2;Nisan;;2015;6504.79;1012.83;Yasal Takip;;15;7517.62
GRUP 2;Haziran;;2019;19482.82;7199.25;Yasal Takip;;23;26682.07
GRUP 2;Ağustos;;2016;1391.78;1978.08;Yasal Takip;;2;3369.86
GRUP 2;Mart;;2016;11436.15;4694.48;Yasal Takip;;8;16130.63
GRUP 2;Aralık;;2019;25094.61;20545.17;Yasal Takip;;24;45639.78
GRUP 2;Eylül;;2020;26211.3;4109.53;Yasal Takip;2021;20;30320.83
GRUP 2;Şubat;;2014;14099.47;13383.72;Yasal Takip;;22;27483.19
GRUP 2;Temmuz;;2020;26474.12;7969.28;Yasal Takip;2021;2;34443.4
GRUP 2;Nisan;;2015;18317.68;1578.7;Yasal Takip;;13;19896.38
GRUP 2;Kasım;;2015;8050.93;1941.86;Yasal Takip;;2;9992.79
GRUP 2;Haziran;;2020;26767.4;1896.62;Yasal Takip;2021;28;28664.02
GRUP 2;Mart;;2014;16946.28;4536.57;Yasal Takip;;22;21482.85
GRUP 2;Kasım;;2016;7500.82;2482.93;Yasal Takip;;29;9983.75
GRUP 2;Aralık;;2018;3750.74;3229.17;Yasal Takip;;16;6979.91
GRUP 2;Temmuz;;2018;4117.64;5721.26;Yasal Takip;;16;9838.9
GRUP 2;Mart;;2021/01;6101.33;786.02;Yasal Takip;;25;6887.35
GRUP 2;Haziran;;2015;0;590.22;Yasal Takip;;13;590.22
GRUP 2;Mayıs;;2020;27758.76;3155.38;Yasal Takip;2021;17;30914.14
GRUP 2;Ağustos;;2020;75002.56;33758.93;Yasal Takip;;31;108761.49
GRUP 2;Nisan;;2021/03;34488.64;492.46;Yasal Takip;;12;34981.1
GRUP 2;Şubat;;2021/02;310293.54;962.23;İdari Takip;;24;311255.77
GRUP 2;Mart;;2019;806.27;255.35;Yasal Takip;;14;1061.62
GRUP 2;Temmuz;;2017;7234.39;3979.11;Yasal Takip;;29;11213.5
GRUP 2;Mayıs;;2020;19269.3;2037.28;Yasal Takip;2021;31;21306.58
GRUP 2;Aralık;;2015;5017.12;2923.99;Yasal Takip;;17;7941.11
GRUP 2;Ağustos;;2020;80649.71;32443.08;Yasal Takip;;20;113092.79
GRUP 2;Aralık;;2020;13416.1;3519.61;Yasal Takip;2021;3;16935.71
GRUP 2;Mart;;2021/02;142983.51;2668.12;İdari Takip;;29;145651.63
GRUP 2;Aralık;;2017;9028.45;3265.37;Yasal Takip;;17;12293.82
GRUP 2;Ağustos;;2017;13557.77;5031.68;Yasal Takip;;27;18589.45
GRUP 2;Kasım;;2016;9294.72;3888.77;Yasal Takip;;30;13183.49
GRUP 2;Haziran;;2016;5634.71;959.36;Yasal Takip;;9;6594.07
GRUP 2;Ekim;;2014;0;1952.21;Yasal Takip;;6;1952.21
GRUP 2;Ocak;;2015;132.3;169.23;Yasal Takip;;31;301.53
GRUP 2;Aralık;;2015;4698.9;0;Yasal Takip;;25;4698.9
GRUP 2;Ocak;;2016;13213.33;6434.26;Yasal Takip;;27;19647.59
GRUP 2;Mayıs;;2021/02;69999.56;3481.65;Yasal Takip;;24;73481.21
GRUP 2;Mart;;2016;995.96;444.65;Yasal Takip;;14;1440.61
GRUP 2;Nisan;;2018;7059.65;5128.64;Yasal Takip;;27;12188.29
GRUP 2;Nisan;;2021/03;6609.37;197.18;Yasal Takip;;27;6806.55
GRUP 2;Mart;;2017;4790.65;2522.35;Yasal Takip;;30;7313
GRUP 2;Eylül;;2016;10478.19;7797.9;Yasal Takip;;14;18276.09
GRUP 2;Aralık;;2014;10311.63;409.7;Yasal Takip;;13;10721.33
GRUP 2;Ağustos;;2019;27902.26;15690.92;Yasal Takip;;17;43593.18
GRUP 2;Haziran;;2018;6695.88;5424.22;Yasal Takip;;10;12120.1
GRUP 2;Temmuz;;2020;42866.84;6661.79;Yasal Takip;2021;8;49528.63
GRUP 2;Nisan;;2017;8736.37;4625.95;Yasal Takip;;15;13362.32
GRUP 2;Eylül;;2021/01;8348.62;1206.09;Yasal Takip;;20;9554.71
GRUP 2;Kasım;;2021/02;48408.99;9641.76;Yasal Takip;;8;58050.75
GRUP 2;Aralık;;2014;4801.45;3259.69;Yasal Takip;;6;8061.14
GRUP 2;Eylül;;2014;719.51;1049.45;Yasal Takip;;2;1768.96
GRUP 2;Eylül;;2014;9555.66;1286.53;Yasal Takip;;20;10842.19
GRUP 2;Kasım;;2020;35565.96;5814.24;Yasal Takip;2021;5;41380.2
GRUP 2;Ağustos;;2016;2817.23;2792.67;Yasal Takip;;31;5609.9
GRUP 2;Ekim;;2021/02;13926.85;1246.89;Yasal Takip;;21;15173.74
GRUP 2;Ocak;;2015;3543.72;877.15;Yasal Takip;;22;4420.87
GRUP 2;Aralık;;2021/04;6034.09;1000.11;Yasal Takip;;2;7034.2
GRUP 2;Haziran;;2021/04;159112.86;6116.99;Yasal Takip;;25;165229.85
GRUP 2;Haziran;;2021/03;54908.43;7813.64;Yasal Takip;;30;62722.07
GRUP 2;Eylül;;2021/04;26256.54;1773.91;Yasal Takip;;14;28030.45
GRUP 2;Ekim;;2021/03;10665.13;1823.89;Yasal Takip;;14;12489.02
GRUP 2;Temmuz;;2021/03;15194.73;904.22;İdari Takip;;6;16098.95
GRUP 2;Ekim;;2021/03;24855.09;2895.43;Yasal Takip;;7;27750.52
GRUP 2;Kasım;;2021/03;101236.85;5856.5;Yasal Takip;;30;107093.35
GRUP 2;Aralık;;2021/09;39480.87;1783.92;Yasal Takip;;9;41264.79
GRUP 2;Aralık;;2021/05;6364.05;792.2;Yasal Takip;;7;7156.25
GRUP 2;Aralık;;2021/06;38543.97;8680.2;Yasal Takip;;29;47224.17
GRUP 2;Kasım;;2021/09;88499.54;2655.77;Yasal Takip;;8;91155.31
GRUP 2;Ağustos;;2020;91777.14;15484.22;Yasal Takip;2021;13;107261.36
GRUP 2;Haziran;;2021/05;75002.68;1646.56;Yasal Takip;;28;76649.24
GRUP 2;Aralık;;2021/04;9261.55;1041.18;Yasal Takip;;29;10302.73
GRUP 2;Kasım;;2021/09;74544.13;4484.8;Yasal Takip;;15;79028.93
GRUP 2;Kasım;;2021/08;43576.39;2151.72;Yasal Takip;;10;45728.11
GRUP 2;Aralık;;2021/08;32761.32;4484.32;Yasal Takip;;27;37245.64
GRUP 2;Aralık;;2021/05;8646.24;804.47;Yasal Takip;;14;9450.71
GRUP 2;Ekim;;2021/06;39054.08;2136.15;Yasal Takip;;5;41190.23
GRUP 2;Eylül;;2020;66287.19;6434.84;Yasal Takip;2021;1;72722.03
GRUP 2;Aralık;;2021/06;21360.15;2462.79;Yasal Takip;;24;23822.94
GRUP 2;Aralık;;2021/06;41353.64;2981.12;Yasal Takip;;23;44334.76
GRUP 2;Ağustos;;2021/06;7972.78;353.34;Yasal Takip;;26;8326.12
GRUP 2;Ekim;;2021/07;49325.22;2895.61;Yasal Takip;;13;52220.83
GRUP 2;Eylül;;2021/06;47335.03;3196.05;Yasal Takip;;17;50531.08
GRUP 2;Ekim;;2021/05;15053.09;1825.27;Yasal Takip;;8;16878.36
GRUP 2;Kasım;;2021/07;35442.02;3525.66;Yasal Takip;;16;38967.68
GRUP 2;Aralık;;2021/10;65361.11;1942.4;Yasal Takip;;20;67303.51
GRUP 2;Aralık;;2021/09;77764.95;4709.1;Yasal Takip;;13;82474.05
GRUP 2;Kasım;;2021/09;97221.3;4804.72;Yasal Takip;;23;102026.02
GRUP 2;Aralık;;2021/09;7969.08;373.32;İdari Takip;;13;8342.4
GRUP 2;Nisan;;2021/02;160376.37;4370.53;İdari Takip;;6;164746.9
GRUP 2;Mart;;2021/02;126908.87;2240.03;İdari Takip;;26;129148.9
GRUP 2;Ocak;;2020;211734.99;3971.51;İdari Takip;;5;215706.5
GRUP 2;Ocak;;2020;179490.38;4360.6;İdari Takip;;26;183850.98
GRUP 2;Nisan;;2020;1233.08;26.4;İdari Takip;;19;1259.48
GRUP 2;Şubat;;2021/01;239342.3;1394.68;İdari Takip;;2;240736.98
GRUP 2;Mart;;2021/01;132921.72;2381.98;İdari Takip;;1;135303.7
GRUP 2;Mart;;2021/01;70724.61;1418.87;İdari Takip;;10;72143.48
GRUP 2;Mart;;2021/01;24500.82;893.05;İdari Takip;;25;25393.87
GRUP 2;Mayıs;;2021/01;1606.98;61.04;İdari Takip;;3;1668.02
GRUP 2;Nisan;;2021/03;247615.66;1680.59;İdari Takip;;8;249296.25
GRUP 2;Mayıs;;2021/03;57310;1283.22;İdari Takip;;6;58593.22
GRUP 2;Nisan;;2021/03;102497.19;662.5;İdari Takip;;1;103159.69
GRUP 2;Ekim;;2021/06;7288.76;457.01;İdari Takip;;8;7745.77
GRUP 2;Temmuz;;2021/05;1000.97;14.49;İdari Takip;;3;1015.46
GRUP 2;Haziran;;2021/05;82307.55;875.94;İdari Takip;;25;83183.49
GRUP 2;Ağustos;;2021/07;350341.75;4514.81;İdari Takip;;13;354856.56
GRUP 2;Ekim;;2021/08;52270.47;1331.35;İdari Takip;;8;53601.82
GRUP 2;Ağustos;;2021/07;94887.96;1071.8;İdari Takip;;12;95959.76
GRUP 2;Kasım;;2021/09;126393.61;1890.75;İdari Takip;;1;128284.36
GRUP 2;Ekim;;2021/08;34441.73;1076.04;İdari Takip;;19;35517.77
GRUP 2;Ekim;;2021/10;29069.39;124.92;İdari Takip;;28;29194.31
GRUP 2;Aralık;;2021/11;96258.46;1168.15;İdari Takip;;22;97426.61
GRUP 2;Aralık;;2021/12;185393.62;1751.45;İdari Takip;;31;187145.07
GRUP 2;Aralık;;2021/12;74418.77;176.23;İdari Takip;;16;74595
GRUP 2;Aralık;;2021/12;535163.73;3702.26;İdari Takip;;28;538865.99
GRUP 2;Nisan;;2020;9559.88;1129.81;Yasal Takip;2021;19;10689.69
GRUP 2;Nisan;;2019;39968.77;15988.72;Yasal Takip;;27;55957.49
GRUP 2;Ağustos;;2017;5232.89;2524.55;Yasal Takip;;4;7757.44
GRUP 2;Kasım;;2016;13608.67;4494.52;Yasal Takip;;11;18103.19
GRUP 2;Nisan;;2021/01;12399.48;750.41;Yasal Takip;;29;13149.89
GRUP 2;Ocak;;2014;5561.07;1573.85;Yasal Takip;;4;7134.92
GRUP 2;Ocak;;2018;17052.57;9446.26;Yasal Takip;;26;26498.83
GRUP 2;Ocak;;2019;36933.24;34906.24;Yasal Takip;;22;71839.48
GRUP 2;Ocak;;2015;3062.7;3245.26;Yasal Takip;;20;6307.96
GRUP 2;Şubat;;2018;8343.45;6130.61;Yasal Takip;;22;14474.06
GRUP 2;Ağustos;;2021/02;16837.16;1158.2;Yasal Takip;;25;17995.36
GRUP 2;Aralık;;2021/01;12916.42;1922.27;Yasal Takip;;23;14838.69
GRUP 2;Şubat;;2021/02;264549.77;2540.6;İdari Takip;;26;267090.37
GRUP 2;Ekim;;2013;891.57;839.83;Yasal Takip;;5;1731.4
GRUP 2;Ekim;;2018;2782.76;1409.8;Yasal Takip;;1;4192.56
GRUP 2;Temmuz;;2017;3163.11;3339.84;Yasal Takip;;5;6502.95
GRUP 2;Nisan;;2014;3311.04;3018.56;Yasal Takip;;7;6329.6
GRUP 2;Kasım;;2013;652.65;12.32;Yasal Takip;;25;664.97
GRUP 2;Mayıs;;2016;1287.6;844.72;Yasal Takip;;11;2132.32
GRUP 2;Ekim;;2018;24836.02;20585.1;Yasal Takip;;27;45421.12
GRUP 2;Mart;;2018;16146.45;11590.36;Yasal Takip;;30;27736.81
GRUP 2;Ekim;;2021/02;44827.05;10152.33;Yasal Takip;;19;54979.38
GRUP 2;Mayıs;;2017;918.45;1441.56;Yasal Takip;;5;2360.01
GRUP 2;Ağustos;;2018;17957.18;14584.19;Yasal Takip;;2;32541.37
GRUP 2;Nisan;;2020;21886.37;1553.96;Yasal Takip;2021;21;23440.33
GRUP 2;Haziran;;2017;738.5;3267.26;Yasal Takip;;17;4005.76
GRUP 2;Kasım;;2015;4018.17;5007.07;Yasal Takip;;26;9025.24
GRUP 2;Temmuz;;2021/01;23449.06;1260.6;Yasal Takip;;9;24709.66
GRUP 2;Ekim;;2021/04;15219.49;1998.49;Yasal Takip;;26;17217.98
GRUP 2;Ekim;;2021/04;12045.37;1391.81;Yasal Takip;;6;13437.18
GRUP 2;Aralık;;2021/07;16214.14;1293.87;Yasal Takip;;3;17508.01
GRUP 2;Ekim;;2021/05;37371.27;2843.66;Yasal Takip;;11;40214.93
GRUP 2;Ekim;;2021/07;49685.27;2535.75;Yasal Takip;;11;52221.02
GRUP 2;Aralık;;2021/05;16822.97;2582.76;Yasal Takip;;22;19405.73
GRUP 2;Eylül;;2021/07;21465.58;888.34;Yasal Takip;;22;22353.92
GRUP 2;Aralık;;2021/07;20132.97;1592.34;Yasal Takip;;13;21725.31
GRUP 2;Kasım;;2021/07;21324.45;3689.92;Yasal Takip;;4;25014.37
GRUP 2;Kasım;;2021/07;22393.75;1420.51;Yasal Takip;;8;23814.26
GRUP 2;Aralık;;2021/07;12138.94;1259.58;Yasal Takip;;28;13398.52
GRUP 2;Eylül;;2021/04;43014.33;3123.79;Yasal Takip;;13;46138.12
GRUP 2;Şubat;;2021/02;161113.74;618.17;İdari Takip;;17;161731.91
GRUP 2;Ekim;;2021/09;247840.59;6062.77;İdari Takip;;22;253903.36
GRUP 2;Kasım;;2021/06;21034.07;2087.11;Yasal Takip;;18;23121.18
GRUP 2;Ağustos;;2020;1036.03;173.07;İdari Takip;;20;1209.1
GRUP 2;Ocak;;2021/01;99610.51;172.83;İdari Takip;;22;99783.34
GRUP 2;Mart;;2021/03;71740.79;112.85;İdari Takip;;16;71853.64
GRUP 2;Mart;;2020;7200.86;464.96;İdari Takip;;10;7665.82
GRUP 2;Kasım;;2021/09;230555.5;4320.56;İdari Takip;;5;234876.06
GRUP 2;Ekim;;2021/07;8601.82;490.17;İdari Takip;;26;9091.99
GRUP 2;Aralık;;2021/09;424242.77;17629.01;İdari Takip;;3;441871.78
GRUP 2;Ekim;;2021/09;148044.7;2486.86;İdari Takip;;21;150531.56
GRUP 2;Ekim;;2021/06;15561.08;1028.83;İdari Takip;;7;16589.91
GRUP 2;Ağustos;;2021/08;50.77;0;İdari Takip;;10;50.77
GRUP 2;Mayıs;;2015;4339.16;1142.83;Yasal Takip;;28;5481.99
GRUP 2;Aralık;;2016;858.32;1507.2;Yasal Takip;;8;2365.52
GRUP 2;Haziran;;2021/02;15729.59;970.34;Yasal Takip;;10;16699.93
GRUP 2;Kasım;;2015;658.08;1527.69;Yasal Takip;;7;2185.77
GRUP 2;Haziran;;2018;2856.54;948.53;Yasal Takip;;17;3805.07
GRUP 2;Aralık;;2021/02;14876.81;2477.8;Yasal Takip;;21;17354.61
GRUP 2;Mayıs;;2015;4825.2;0;Yasal Takip;;5;4825.2
GRUP 2;Haziran;;2021/01;3302.52;668.45;Yasal Takip;;22;3970.97
GRUP 2;Mayıs;;2021/03;4196.06;340.35;Yasal Takip;;3;4536.41
GRUP 2;Ocak;;2014;1167.67;949.42;Yasal Takip;;13;2117.09
GRUP 2;Kasım;;2013;2680.31;12.91;Yasal Takip;;11;2693.22
GRUP 2;Kasım;;2014;2657.29;2768.19;Yasal Takip;;26;5425.48
GRUP 2;Eylül;;2021/04;42382.84;3977.43;Yasal Takip;;17;46360.27
GRUP 2;Haziran;;2021/02;4948.11;62.4;İdari Takip;;7;5010.51
GRUP 2;Ağustos;;2021/05;49220.54;3408.1;Yasal Takip;;27;52628.64
GRUP 2;Aralık;;2021/07;21375.68;1767;Yasal Takip;;1;23142.68
GRUP 2;Kasım;;2021/10;4663.24;85.14;Yasal Takip;;11;4748.38
GRUP 2;Nisan;;2021/02;24580.92;1094.71;İdari Takip;;16;25675.63
GRUP 2;Mart;;2021/01;684.77;15.23;İdari Takip;;7;700
GRUP 2;Mayıs;;2021/03;18414.27;410.47;İdari Takip;;4;18824.74
GRUP 2;Mayıs;;2021/03;33136.62;1476.9;İdari Takip;;27;34613.52
GRUP 2;Kasım;;2021/05;3853.99;420.69;İdari Takip;;8;4274.68
GRUP 2;Aralık;;2021/10;14969.6;326.29;İdari Takip;;8;15295.89
GRUP 2;Ekim;;2021/10;44073.66;167.16;İdari Takip;;22;44240.82
GRUP 2;Kasım;;2021/11;312359.9;408.7;İdari Takip;;16;312768.6
GRUP 2;Ağustos;;2018;8429.13;9855.64;Yasal Takip;;23;18284.77
GRUP 2;Haziran;;2015;666.66;1094.7;Yasal Takip;;17;1761.36
GRUP 2;Şubat;;2020;789.16;43.34;İdari Takip;2021;19;832.5
GRUP 2;Mayıs;;2013;537.48;0.33;Yasal Takip;;21;537.81
GRUP 2;Ağustos;;2016;766.89;1245.63;Yasal Takip;;11;2012.52
GRUP 2;Haziran;;2015;17473.48;127.71;Yasal Takip;;1;17601.19
GRUP 2;Aralık;;2020;751.47;198.53;Yasal Takip;;26;950
GRUP 2;Temmuz;;2021/01;13173.62;1083.21;Yasal Takip;;13;14256.83
GRUP 2;Ağustos;;2017;2877.44;5223.35;Yasal Takip;;16;8100.79
GRUP 2;Temmuz;;2018;4814.84;5924.35;Yasal Takip;;14;10739.19
GRUP 2;Mart;;2021/01;475.54;0;Yasal Takip;;3;475.54
GRUP 2;Ocak;;2014;886.26;85.59;Yasal Takip;;5;971.85
GRUP 2;Aralık;;2021/03;7892.71;1298.08;Yasal Takip;;17;9190.79
GRUP 2;Kasım;;2021/03;20177.57;3449.8;Yasal Takip;;4;23627.37
